Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5344,431,431,42918,36067,0.76,328,45861,40996,0.1,41,-1964,-713,431,44997,38481,431,1864,498,0.09,40,48273,29982,0.09,40,34444,23846,0.71,307,10567,7043,485,96132,43317
5345,1894,1894,45548,40175,0.74,1396,46642,43015,0.15,280,262,94,1894,47783,41942,1894,2108,584,0.07,142,77309,38164,0.07,137,62200,25968,0.74,1395,11045,8227,2135,112604,49819
5346,177,177,43805,42427,0.83,147,46448,46019,0.14,25,1070,1066,177,45889,45554,177,2031,592,0.06,10,37985,24575,0.06,10,38846,23687,0.75,132,10076,8889,201,96025,55314
5350,292,292,50676,45618,0.78,229,53004,48769,0.2,57,-2211,-2915,292,53102,47176,292,2414,709,0.11,31,58202,27757,0.11,32,42212,23352,0.77,225,13667,9409,314,139588,78581
5351,3536,3536,53380,46450,0.79,2801,55669,50729,0.17,592,-2871,-2194,3536,55590,48282,3536,2158,650,0.09,310,74594,31178,0.09,305,55406,15613,0.78,2744,14315,10662,3931,138584,72825
5352,3251,3251,55465,45326,0.74,2401,56727,50567,0.16,523,-1933,-1307,3251,58503,48726,3251,2866,690,0.09,298,147919,31104,0.09,287,134362,15588,0.75,2428,16270,11059,3625,164392,81047
5353,2317,2317,51371,42063,0.74,1720,50528,44581,0.14,325,-321,-335,2317,53656,43916,2317,2102,512,0.11,266,78278,29044,0.11,254,66286,15150,0.73,1692,14914,10057,2618,145148,69278
5354,165,165,38226,35598,0.67,111,41614,39179,0.11,18,308,1127,165,39523,36553,165,1297,326,0.08,13,53749,26947,0.08,13,41460,13798,0.67,111,9498,6724,212,102822,49705
5355,4494,4494,51579,45732,0.77,3447,54169,50499,0.13,590,-1195,-1012,4494,53992,47653,4494,2253,622,0.08,377,59471,20540,0.08,363,44401,9893,0.76,3431,13510,10431,4997,139080,73344
5356,466,466,45431,40780,0.77,360,47775,44427,0.12,57,-755,-540,466,48078,42658,466,1618,562,0.11,53,71342,30220,0.11,52,60523,16669,0.73,338,11508,8681,516,87558,49688
5357,208,208,38757,35514,0.68,142,41670,39318,0.14,29,235,-83,208,40511,35891,208,1593,396,0.08,16,55611,27041,0.08,16,37684,13708,0.62,130,9853,7566,248,103487,35876
5360,771,771,54075,46119,0.77,594,55032,49329,0.16,122,-3935,-1096,771,56824,48977,771,2552,834,0.1,79,52991,22373,0.1,78,32667,9211,0.79,606,14286,11039,814,134576,75417
5371,884,884,52264,45222,0.79,696,55668,49026,0.17,150,-4146,-2606,884,54691,46914,884,2266,796,0.09,78,101818,35306,0.09,76,80100,12860,0.77,684,13903,10179,930,121087,65209
5372,1327,1327,51164,47063,0.82,1091,53291,50737,0.13,179,-1735,-1643,1327,53653,49663,1327,2326,740,0.09,116,83636,32938,0.09,116,65735,17712,0.81,1075,12314,10134,1410,106130,60981
5373,1828,1828,49885,41785,0.76,1383,48892,44122,0.13,235,-180,-408,1828,52467,43796,1828,2268,596,0.09,161,76828,21334,0.08,154,55398,16106,0.75,1365,13229,9302,2073,121999,59873
5374,799,799,45071,34013,0.65,517,44390,40452,0.12,94,1384,920,799,48156,35172,799,2270,410,0.13,104,68979,30155,0.12,99,60998,21002,0.65,516,14437,7969,883,93776,43999
5381,189,189,39652,37770,0.6,113,42343,40782,0.04,7,-6669,-3976,189,42973,40683,189,2521,299,0.16,31,72505,30481,0.16,31,57226,23858,0.69,130,9250,6619,207,74143,36664
5400,510,510,49661,43822,0.79,404,51860,46068,0.12,62,-2694,-1498,510,52006,46146,510,2279,584,0.09,46,68329,40350,0.09,47,52787,24555,0.78,400,12224,9600,541,107331,58027
5401,434,434,48478,42902,0.77,336,48111,45021,0.11,47,120,-164,434,50939,45593,434,2255,719,0.1,45,48725,28857,0.1,43,37983,15347,0.77,336,11591,9524,503,103024,47533
5410,166,166,46285,41171,0.74,123,53335,50179,0.11,18,-2126,-1763,166,48060,42072,166,1659,498,0.09,15,66708,32113,0.09,15,42187,18932,0.7,117,12468,9687,190,110993,59764
5411,190,190,47483,40469,0.64,122,45613,40552,0.19,37,2388,-138,190,51194,43670,190,3434,735,0.09,17,91912,76560,0.1,19,68477,40891,0.73,139,12115,7840,198,100421,43931
5412,647,647,45675,37035,0.67,432,45212,39760,0.14,93,630,18,647,48742,39354,647,2957,510,0.1,63,68098,20000,0.09,59,48600,14305,0.7,454,12191,8901,693,142804,60463
5413,474,474,40595,33992,0.65,307,40638,36173,0.13,62,3822,1288,474,43742,34900,474,2767,382,0.11,52,60601,22378,0.11,50,51366,10726,0.65,306,10532,7575,500,114864,50354
5414,102,102,32501,27326,0.59,60,36303,34056,0.14,14,2967,2164,102,34756,29062,102,1781,295,0.11,11,16329,10600,0.11,11,9138,6669,0.53,54,8676,6065,108,73891,32805
5415,148,148,45226,32488,0.6,89,48348,34339,0.11,16,-557,-534,148,52683,38634,148,2989,290,0.15,22,73840,31732,0.13,19,65542,17317,0.61,91,14549,9816,150,229253,80525
5416,134,134,40684,37732,0.77,103,40631,38491,0.19,26,-6146,-5110,134,43366,38840,134,2058,300,0.1,14,78050,21884,0.1,13,68348,20137,0.67,90,10295,7236,148,113067,53701
5417,800,800,46654,38967,0.66,525,45046,41519,0.16,129,1922,509,800,49647,41198,800,2850,536,0.1,77,95363,42004,0.1,76,67919,21691,0.72,572,11952,8634,936,121693,52405
5419,124,124,55526,33224,0.52,65,49368,40755,0.11,14,-477,-1163,124,59992,37810,124,2178,110,0.1,13,69247,28078,0.1,12,56680,16002,0.63,78,22641,8471,122,100805,36542
5422,642,642,43135,37000,0.72,464,43613,37830,0.1,67,13,51,642,44988,38044,642,1816,396,0.09,60,80104,32296,0.1,63,56772,18634,0.71,458,10042,6800,787,81983,35286
5431,523,523,43766,34960,0.65,340,43366,36386,0.14,72,-1520,-33,523,46614,36280,523,2691,445,0.12,64,113713,51110,0.12,63,87704,34007,0.67,352,12436,8071,530,125369,57286
5433,678,678,51573,42734,0.77,525,56206,48544,0.17,112,-1040,370,678,53995,45072,678,2352,776,0.09,62,86494,21216,0.09,62,74203,16085,0.72,490,14936,10890,767,146455,63947
5434,240,240,51878,42083,0.66,158,41876,35355,0.11,27,-666,-2550,240,55651,43820,240,3770,684,0.11,26,76419,25666,0.1,25,50681,15262,0.75,179,13651,10058,259,131029,56075
5440,144,144,61910,46620,0.69,99,49552,46236,0.16,23,-659,-593,144,67689,51408,144,5779,1002,0.11,16,104346,25272,0.1,14,102184,19416,0.79,114,18121,10179,154,134035,43631
5451,441,441,49319,39485,0.68,299,47232,43678,0.16,69,1714,-360,441,52338,42916,441,2735,661,0.11,50,55677,29420,0.12,52,38775,17866,0.69,304,14293,9037,461,182433,72323
5452,287,287,44335,37232,0.73,209,47514,42812,0.13,36,-701,-199,287,47619,41315,287,3081,631,0.11,31,48329,18452,0.09,27,43506,13656,0.67,193,12647,8664,311,201955,88874
5453,3068,3068,52115,42171,0.71,2170,50844,44352,0.16,494,-830,-851,3068,55078,44244,3068,2827,628,0.1,296,110247,30002,0.09,291,86793,15668,0.74,2276,14604,9359,3338,150533,66750
5454,210,210,41471,35580,0.65,137,41793,36207,0.1,20,-1158,-646,210,45909,40794,210,3139,618,0.1,22,109471,22591,0.1,20,107282,30424,0.66,139,10961,8555,218,105352,43732
5460,383,383,47580,39195,0.68,259,45727,39703,0.14,52,-1307,-1414,383,50937,43166,383,3097,545,0.09,34,100560,21880,0.08,31,95917,14398,0.72,275,13489,9056,397,121630,44933
5461,1384,1384,49598,41158,0.71,977,47860,44248,0.14,187,-595,-788,1384,52685,43930,1384,2935,796,0.09,122,97599,26050,0.09,122,68926,15200,0.74,1018,13648,9179,1496,135267,54874
5462,331,331,48296,40837,0.73,240,43445,39133,0.11,38,-2523,-1168,331,51657,43570,331,3111,631,0.09,30,117523,38291,0.09,30,89726,18690,0.76,252,12053,7918,336,101289,48269
5464,297,297,46493,41056,0.72,214,43342,40709,0.19,55,-1131,-1061,297,50220,44084,297,3292,708,0.08,24,65057,20970,0.07,20,63199,25626,0.71,212,12519,8995,314,123632,64915
5470,66,66,43646,36272,0.58,38,47340,42632,0.12,8,804,-1344,66,45701,38284,66,2055,523,0.06,4,24423,26329,0.08,5,9314,4549,0.68,45,12168,9571,69,136752,57229
5472,79,79,37688,33730,0.61,48,42629,37176,0.08,6,1252,1139,79,40419,36839,79,2730,985,0.09,7,109893,26580,0.09,7,117305,17711,0.66,52,9769,7524,96,110208,48555
5473,348,348,44048,37959,0.7,245,46626,43953,0.13,46,-2487,-1822,348,47014,38954,348,2812,686,0.1,35,68131,42679,0.1,36,49194,24060,0.68,237,11684,9155,384,108757,37897
5480,485,485,44980,38179,0.71,342,47332,41762,0.15,73,-1156,-1271,485,47233,40644,485,2105,510,0.08,39,112986,40099,0.09,42,86025,23460,0.7,340,12031,9387,519,123034,73179
5481,326,326,36834,30908,0.62,203,40414,33810,0.12,39,2218,1979,326,38813,34198,326,1560,238,0.11,35,84318,20489,0.1,34,81988,14674,0.63,204,9779,6664,336,131138,66856
5482,326,326,39799,33563,0.6,197,43218,39824,0.12,38,-1167,-10,326,41988,36334,326,2051,406,0.1,32,79259,26616,0.1,31,51872,23149,0.63,207,12548,7253,334,123370,62910
5483,190,190,40383,35339,0.63,120,43581,35265,0.15,29,-1384,51,190,43214,37488,190,2751,556,0.16,31,83380,40256,0.15,29,78662,32675,0.65,123,12250,8544,207,166934,75382
5485,335,335,53021,42728,0.7,234,52814,46884,0.1,33,1334,1405,335,55528,44203,335,2205,535,0.11,38,49714,29856,0.1,34,35369,17182,0.74,247,15083,10038,347,122743,60161
5490,84,84,41371,37097,0.67,56,44183,35530,0.15,13,673,134,84,43467,37463,84,2096,295,0.12,10,39838,22422,0.11,9,34152,18397,0.79,66,9483,7297,94,112940,58432
5491,1083,1083,56594,44953,0.72,775,49412,43859,0.13,145,-849,-332,1083,60029,48001,1083,3340,654,0.09,97,120184,50710,0.08,91,98580,24925,0.76,826,16466,9867,1147,142338,68727
5495,243,243,51203,43532,0.77,186,53630,48799,0.12,28,-1223,910,243,53168,44807,243,1965,645,0.12,29,39505,35034,0.13,31,27888,18261,0.73,178,13422,11272,291,122132,55947
5501,4128,4128,51796,45526,0.8,3285,53790,49417,0.14,595,-2504,-1619,4128,54124,47399,4128,2216,708,0.09,377,87840,35977,0.09,364,68775,20700,0.78,3239,13420,10125,4627,101867,57683
5502,893,893,54011,42212,0.74,663,51122,45777,0.15,136,139,-517,893,56565,45411,893,2332,608,0.1,86,107165,43784,0.1,88,81120,26246,0.74,663,15509,10422,1130,98480,38376
5510,64,64,46169,43924,0.73,47,41810,41428,0.05,3,5724,-2486,64,48935,46814,64,2766,444,0.08,5,53875,6850,0.05,3,139941,13264,0.73,47,10651,8060,66,108970,62431
5520,262,262,51688,40204,0.66,174,43300,39278,0.18,47,2232,-60,262,55874,43389,262,3808,488,0.07,18,125228,35038,0.08,20,99356,23512,0.73,190,14017,10082,300,118135,49936
5521,91,91,53945,41007,0.6,55,35230,27371,0.16,15,-1192,-1658,91,59060,45842,91,5115,396,0.1,9,213123,66460,0.09,8,203190,89494,0.7,64,17654,11795,95,355860,64160
5522,684,684,48346,38576,0.64,438,47287,40612,0.18,122,1509,-82,684,51646,40417,684,3133,645,0.09,63,69870,42279,0.09,62,47195,14853,0.7,477,13940,8091,757,171369,79178
5523,978,978,53310,44166,0.7,689,54889,48604,0.18,173,-1108,-964,978,57130,48042,978,3357,669,0.09,90,80882,22918,0.09,85,68770,9136,0.73,718,15598,10620,1072,162378,74549
5540,7091,7091,50233,42177,0.82,5828,52954,46086,0.13,920,-1380,-1080,7091,52212,43832,7091,1960,771,0.05,386,79171,28588,0.05,375,55604,18199,0.76,5355,13221,9420,8407,119285,52408
5550,484,484,44972,41592,0.79,382,44372,44806,0.14,68,243,489,484,47656,44510,484,2648,710,0.07,36,84477,16781,0.07,33,83305,19857,0.76,369,10602,8136,558,75752,27353
5552,161,161,53507,44243,0.49,79,40081,36894,0.11,18,1175,-728,161,61794,49111,161,4474,450,0.06,9,87326,20245,0.05,8,74334,5960,0.81,130,14106,8815,183,121671,34522
5554,2858,2858,49352,40964,0.74,2127,47720,42014,0.13,373,2029,-728,2858,51717,42967,2858,2302,478,0.08,220,72718,29515,0.07,208,56195,15884,0.75,2156,13014,8305,3107,128855,55037
5555,341,341,48424,40833,0.54,184,37241,34438,0.16,54,3815,0,341,53422,45485,341,4260,300,0.1,34,78481,36350,0.09,30,65640,23634,0.73,249,12384,10066,349,149327,55375
5556,1844,1844,43664,35445,0.67,1237,47502,42036,0.15,276,973,327,1844,45925,36921,1844,2142,490,0.08,148,66141,28432,0.08,141,49606,16030,0.68,1253,11888,8380,2179,145479,60635
5558,2325,2325,44589,35944,0.65,1514,45132,38720,0.14,331,790,-66,2325,46523,37297,2325,1906,406,0.1,231,74491,27430,0.09,214,58465,12650,0.67,1569,12149,7558,2650,142086,61529
5560,240,240,59274,46296,0.59,142,40979,35628,0.15,35,147,317,240,66750,51082,240,5492,750,0.09,21,96211,15322,0.08,18,102518,5764,0.74,178,18717,11925,276,202030,57084
5570,212,212,44067,37712,0.63,133,41918,40409,0.08,17,10513,1617,212,47291,38710,212,2294,300,0.13,27,311262,53328,0.13,27,284204,23343,0.62,132,13054,9462,247,93752,59918
5571,900,900,47921,37270,0.56,506,45778,39288,0.16,144,3737,1090,900,51239,39398,900,3201,350,0.12,109,158894,26900,0.11,103,145315,14851,0.68,616,14333,9021,996,173759,76132
5572,84,84,66437,44726,0.49,41,39150,33042,0.18,15,5624,786,84,71253,50138,84,4705,807,0.18,15,58298,25923,0.18,15,33467,26715,0.79,66,21613,11371,92,177865,55472
5573,1110,1110,53642,40698,0.6,668,43298,39196,0.15,164,4803,-202,1110,57203,43883,1110,3473,440,0.09,102,73305,26272,0.08,94,54183,8185,0.71,787,16104,10069,1212,159394,65922
5575,1194,1194,43872,34570,0.58,697,43675,38890,0.16,188,911,230,1194,47077,37594,1194,2758,370,0.12,144,95086,30347,0.11,135,77820,17618,0.67,802,11798,7634,1316,154460,67804
5576,606,606,47503,37238,0.61,368,45535,39871,0.15,90,385,-282,606,50526,38711,606,2892,478,0.13,77,66907,31649,0.12,75,50190,18228,0.68,414,12785,8140,672,137524,61147
5577,319,319,38122,31642,0.62,197,39245,35619,0.13,42,3569,1997,319,41495,33883,319,2222,452,0.13,43,91034,32682,0.13,43,74093,24475,0.65,208,9725,6427,334,113400,43614
5580,218,218,41201,33732,0.58,126,34616,29680,0.11,25,-2193,-3163,218,44399,36607,218,3110,396,0.13,28,151626,37930,0.11,25,125962,23243,0.68,149,11057,8032,220,140482,64140
5581,268,268,46454,35473,0.5,134,47481,40274,0.21,56,-741,-442,268,48623,36853,268,2091,236,0.11,29,89782,45925,0.09,24,94746,40644,0.61,164,15414,10092,298,204386,108911
5582,325,325,44445,37840,0.6,196,45885,41187,0.17,56,1409,-28,325,47037,40834,325,2542,415,0.08,25,49025,25504,0.08,26,36907,9284,0.65,211,12472,8712,378,166410,85221
5583,367,367,40301,30775,0.59,217,41332,34641,0.11,39,6956,4329,367,42874,31815,367,2188,316,0.12,43,106999,41149,0.11,40,99643,22258,0.64,234,10443,6098,426,139187,61295
5600,3569,3569,61753,52374,0.84,3001,67043,60000,0.18,646,-3792,-2666,3569,64057,54891,3569,2236,1109,0.05,190,175281,27470,0.05,189,160451,19422,0.79,2825,17856,14520,4221,180864,93440
5602,694,694,46004,36984,0.68,474,49458,40292,0.18,125,-1515,-1576,694,49156,39342,694,2596,470,0.07,47,101662,37800,0.06,45,89650,26221,0.72,503,12544,7488,805,139866,65294
5603,272,272,40952,36555,0.6,164,45255,39526,0.13,35,-1803,-1924,272,42817,37876,272,1816,438,0.1,26,68345,28440,0.09,25,50487,14799,0.69,187,11830,7424,262,104233,59975
5604,116,116,44956,34325,0.52,60,51115,42982,0.24,28,-944,-1058,116,48448,36244,116,3463,534,0.09,10,56922,39308,0.09,10,42662,14990,0.61,71,14342,10687,134,131153,60865
5605,1033,1033,42717,36462,0.58,604,48182,41464,0.14,149,906,212,1033,45645,38253,1033,2759,507,0.09,91,63543,27379,0.08,87,49715,15747,0.68,700,12093,8292,1110,178741,75655
5606,8616,8616,51721,42710,0.76,6587,48731,43050,0.14,1230,-1367,-1037,8616,54140,44450,8616,2305,595,0.08,671,86319,27534,0.07,639,64272,13723,0.77,6628,13708,8912,9752,134853,53742
5607,2172,2172,47994,40670,0.67,1447,49045,42760,0.13,293,-668,-557,2172,51118,43274,2172,2679,492,0.12,251,70380,26424,0.11,234,58270,17179,0.73,1578,13272,8913,2330,142836,60359
5608,5514,5514,53696,44422,0.86,4759,58028,50545,0.09,515,-3200,-2109,5514,55399,45980,5514,1697,874,0.03,184,50847,22556,0.03,180,38935,11556,0.76,4217,14536,11449,7081,109586,48437
5609,1040,1040,64696,54937,0.91,945,68256,62610,0.12,129,-5274,-3539,1040,66796,57254,1040,2033,1140,0.04,42,20688,8596,0.04,40,18517,9808,0.81,847,18585,15499,1130,130220,64695
5630,70,70,46790,43064,0.66,46,50288,53507,0.17,12,-4286,-1982,70,49428,43868,70,2637,505,0.11,8,58711,22840,0.11,8,38741,12655,0.84,59,10207,8782,75,88965,54850
5631,756,756,52697,42512,0.63,475,43429,38477,0.12,88,-2213,-2318,756,56179,46628,756,3185,387,0.07,53,71454,24675,0.07,52,57165,14164,0.75,566,15034,10417,752,185320,63092
5633,197,197,29139,30710,0.51,101,36651,28694,0.15,29,3452,1107,197,34733,34166,197,2580,236,0.12,23,53942,15390,0.12,23,36139,6745,0.66,130,10057,7872,215,113528,40502
5640,666,666,45839,40407,0.63,422,45044,40216,0.18,123,498,109,666,49534,42802,666,2689,450,0.1,64,80547,36813,0.1,64,60563,17477,0.71,470,13517,10292,682,176540,72279
5641,644,644,46079,39566,0.55,355,42526,37629,0.13,83,-41,-540,644,50306,42864,644,3535,360,0.07,45,96703,36065,0.06,41,78150,20728,0.72,463,13056,9671,652,145438,54124
5642,131,131,40351,36846,0.46,60,32219,28744,0.18,24,-3352,-2696,131,43637,37418,131,3197,194,0.06,8,43167,30512,0.05,7,84590,37403,0.71,93,11579,6809,123,151515,46637
5650,73,73,42069,40892,0.45,33,24049,16460,0.11,8,785,1022,73,46995,45129,73,4761,260,0.11,8,258849,77828,0.11,8,258436,34862,0.64,47,15333,14217,77,148721,49270
5652,452,452,46694,39557,0.64,291,44754,41452,0.11,49,-1282,-1076,452,50251,42984,452,3480,608,0.1,45,82146,28155,0.1,44,78510,18332,0.71,323,13563,10064,456,141717,61546
5654,108,108,41962,35037,0.69,74,41667,39702,0.12,13,538,383,108,45239,41100,108,3086,330,0.14,15,62155,45662,0.12,13,57152,44371,0.74,80,10693,7569,112,137428,55308
5670,279,279,48084,40572,0.66,183,45432,37104,0.18,51,-152,-131,279,50520,41462,279,2299,467,0.14,38,64159,23660,0.13,36,39123,13162,0.69,193,13956,9407,304,137129,61300
5680,1304,1304,45241,36218,0.68,889,42721,36400,0.15,200,-824,-646,1304,47509,37357,1304,2194,358,0.14,181,72233,28032,0.13,167,57405,19171,0.69,906,12324,7681,1395,141516,58736
5690,2151,2151,50489,44640,0.8,1720,49529,45288,0.15,314,-611,-627,2151,53186,47063,2151,2565,810,0.09,183,94936,31664,0.09,185,71858,18330,0.78,1685,12603,9480,2571,104747,43364
5700,5577,5577,53478,45724,0.86,4780,55684,49508,0.12,694,-1805,-1503,5577,55986,47938,5577,2381,959,0.05,267,80783,20330,0.05,257,67497,13315,0.79,4388,13809,10407,6910,121867,48201
5710,1294,1294,58239,51410,0.88,1135,61597,54725,0.15,188,-1253,-564,1294,61197,54044,1294,2884,1444,0.05,67,44478,32275,0.05,69,32606,15410,0.84,1089,14766,11782,1457,139113,74544
5720,114,114,69531,65880,0.91,104,69551,69720,0.26,30,-2674,-1459,114,72873,69992,114,3342,1984,0.06,7,23173,20911,0.05,6,10474,7482,0.89,102,17868,15602,156,125437,60879
5722,184,184,56064,36350,0.76,140,64029,46906,0.18,33,-1961,-1007,184,57908,37799,184,1844,722,0.11,20,61450,11170,0.09,17,60421,9360,0.69,127,17025,12027,220,88053,45336
5723,832,832,45067,41655,0.77,644,47388,45262,0.12,101,178,392,832,46971,43082,832,1842,517,0.13,108,53884,24522,0.13,107,36831,9424,0.72,602,10217,7529,1000,60128,22874
5724,134,134,44476,42722,0.88,118,49752,44634,0.11,15,-8306,-7882,134,46029,43348,134,1553,373,0.03,4,259127,124711,0.03,4,225300,91589,0.67,90,11895,9701,174,55423,17333
5725,2550,2550,91820,87486,0.96,2448,93122,90920,0.25,637,-5670,-3545,2550,94686,90574,2550,2819,1583,0.04,97,54987,16837,0.04,101,38166,9373,0.88,2243,27513,24546,2866,113447,66388
5731,134,134,51186,45100,0.85,114,55080,49315,0.2,27,-1293,-1301,134,54181,46520,134,2924,1032,0.1,14,37686,22626,0.09,12,23972,9722,0.8,107,12241,8059,172,137769,50952
5732,90,90,40977,35603,0.76,68,33617,29720,0.07,6,1458,1258,90,43809,36490,90,2817,402,0.13,12,28500,16638,0.11,10,15442,6978,0.66,59,8177,5117,127,38527,12619
5734,68,68,50912,37150,0.9,61,45169,40020,0.09,6,632,-62,68,55047,41896,68,4134,470,0.03,2,63768,63768,0.03,2,27730,27730,0.74,50,13459,6511,93,76854,16812
6000,8711,8711,70906,49996,0.83,7188,73427,56178,0.13,1165,-6018,-4189,8711,73245,51916,8711,2266,448,0.08,671,77097,19119,0.07,628,54561,8943,0.79,6893,23737,13608,14113,72448,9441
6003,2928,2928,63781,48336,0.85,2499,63792,52972,0.13,391,-5690,-4882,2928,66111,50360,2928,2251,558,0.1,296,56215,19416,0.09,267,36930,10817,0.81,2375,19254,11799,4667,69105,10218
6004,7535,7535,73636,51746,0.82,6174,76272,57750,0.16,1178,-6268,-4978,7535,76550,53900,7535,2845,495,0.07,547,91608,20000,0.07,502,64962,10372,0.78,5880,25371,14625,9337,118003,20600
6005,4173,4173,78391,55703,0.84,3505,77685,60353,0.15,623,-4914,-3566,4173,82370,58068,4173,3852,558,0.08,352,82223,22430,0.08,318,65496,9622,0.82,3430,26299,14918,5662,111554,22748
6006,5943,5943,77317,55718,0.8,4726,77308,61293,0.2,1165,-4530,-3399,5943,80168,58481,5943,2773,779,0.11,664,112828,28348,0.11,634,82601,12856,0.81,4798,25483,15781,6944,149244,54794
6007,5166,5166,89251,62424,0.8,4153,84307,66095,0.19,1007,-4954,-3938,5166,92922,65014,5166,3597,860,0.1,520,128556,30603,0.09,475,71160,12732,0.82,4222,31413,17723,6050,180516,55817
6008,9933,9933,95806,60657,0.73,7289,90016,65535,0.2,1978,-3441,-2020,9933,99959,63524,9933,4044,745,0.1,1014,150302,31096,0.1,978,85982,11600,0.78,7752,36858,18919,11409,275023,70941
6009,11342,11342,134166,56661,0.64,7304,101329,53528,0.23,2553,-1736,-324,11342,140046,60623,11342,5639,633,0.1,1185,328073,51693,0.1,1123,205178,19562,0.73,8314,63931,21540,12200,437474,90496
6010,11345,11345,117648,59504,0.65,7341,98679,61537,0.19,2203,-3199,-2391,11345,122730,63102,11345,4830,770,0.1,1102,212061,35484,0.09,1060,143489,14204,0.75,8517,51555,20949,12102,369393,101239
6011,6486,6486,167090,72947,0.63,4063,108388,60029,0.2,1315,-4627,-1043,6486,236528,77676,6486,68958,937,0.11,704,277470,45588,0.1,679,154930,17580,0.79,5156,76184,24319,7322,477539,88307
6012,5584,5584,135222,57387,0.68,3807,88788,55552,0.18,985,-3299,-1509,5584,141458,61034,5584,5913,668,0.1,542,212230,36290,0.09,513,148251,12782,0.76,4234,62241,19422,6289,366793,68069
6014,13802,13802,91541,54283,0.74,10185,86236,57200,0.19,2636,-3829,-2927,13802,95412,56618,13802,3710,740,0.1,1407,128321,21800,0.09,1294,82447,9914,0.76,10499,35656,17453,15008,227957,77073
